image_id,image_filename,ground_truth_label,ground_truth_subtype,normalized_prediction,predicted_subtype,is_correct,success,processing_time_ms,confidence,reasoning,full_raw_response
53,acne-pustular-7.jpg,acne,pustular_acne,acne,papular,True,True,6578.72,high,"The image shows multiple small, erythematous (red) papules distributed across the cheek area without visible pustules or comedones. These inflammatory lesions are characteristic of papular acne, presenting as raised, red bumps without white or yellow centers. The distribution pattern and morphology are consistent with inflammatory acne rather than other dermatological conditions.","```json
{
    ""classification"": ""Papular acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, erythematous (red) papules distributed across the cheek area without visible pustules or comedones. These inflammatory lesions are characteristic of papular acne, presenting as raised, red bumps without white or yellow centers. The distribution pattern and morphology are consistent with inflammatory acne rather than other dermatological conditions."",
    ""key_features"": [
        ""Multiple erythematous papules on the cheek"",
        ""Small raised red bumps without visible pustular heads"",
        ""Inflammatory lesions of varying sizes"",
        ""Some post-inflammatory erythema (pink marks)"",
        ""Distribution pattern typical of acne vulgaris"",
        ""No visible comedones or pustules in the affected area""
    ]
}
```"
54,acne-pustular-32.jpg,acne,pustular_acne,non_acne,other,False,True,6954.53,high,"This image shows characteristic features of perioral dermatitis, not acne. The distribution pattern shows small papules and pustules concentrated around the mouth (perioral region) with notable perioral sparing immediately adjacent to the vermillion border of the lips. The absence of comedones, the specific perioral distribution, and the fine papulopustular eruption are classic for perioral dermatitis rather than acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows characteristic features of perioral dermatitis, not acne. The distribution pattern shows small papules and pustules concentrated around the mouth (perioral region) with notable perioral sparing immediately adjacent to the vermillion border of the lips. The absence of comedones, the specific perioral distribution, and the fine papulopustular eruption are classic for perioral dermatitis rather than acne vulgaris."",
    ""key_features"": [
        ""Small erythematous papules and micropustules clustered around the mouth"",
        ""Characteristic perioral distribution pattern"",
        ""Clear zone of sparing immediately adjacent to the lip border"",
        ""Absence of comedones (blackheads/whiteheads)"",
        ""Fine, uniform papular eruption rather than polymorphic acne lesions"",
        ""Symmetrical distribution around the oral area""
    ]
}
```"
55,acne-open-comedo-24.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6654.82,high,"The image shows perioral dermatitis, characterized by small papules and pustules distributed around the mouth and chin area with characteristic perioral sparing immediately adjacent to the vermillion border. The pattern, location, and morphology are classic for perioral dermatitis rather than acne vulgaris. The absence of comedones and the distinctive perioral distribution pattern are key differentiating features.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows perioral dermatitis, characterized by small papules and pustules distributed around the mouth and chin area with characteristic perioral sparing immediately adjacent to the vermillion border. The pattern, location, and morphology are classic for perioral dermatitis rather than acne vulgaris. The absence of comedones and the distinctive perioral distribution pattern are key differentiating features."",
    ""key_features"": [
        ""Small erythematous papules clustered around the mouth"",
        ""Distribution pattern characteristic of perioral region"",
        ""Absence of comedones (blackheads/whiteheads)"",
        ""Fine papular eruption rather than typical acne lesions"",
        ""Slight sparing of skin immediately adjacent to lips"",
        ""Uniform small papule size without pustular heads typical of acne""
    ]
}
```"
56,acne-open-comedo-53.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6244.89,high,"The image shows diffuse facial erythema (redness) with visible telangiectasias (dilated blood vessels) and absence of comedones, pustules, or papules characteristic of acne. The pattern of persistent redness, particularly around the nose and cheeks, along with visible vascular changes, is consistent with rosacea rather than acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows diffuse facial erythema (redness) with visible telangiectasias (dilated blood vessels) and absence of comedones, pustules, or papules characteristic of acne. The pattern of persistent redness, particularly around the nose and cheeks, along with visible vascular changes, is consistent with rosacea rather than acne vulgaris."",
    ""key_features"": [
        ""Diffuse facial erythema without discrete comedones"",
        ""Visible telangiectasias (small dilated blood vessels)"",
        ""Smooth skin texture without raised papules or pustules"",
        ""Distribution pattern typical of rosacea (centrofacial)"",
        ""Absence of blackheads or whiteheads"",
        ""Background redness rather than individual inflammatory lesions""
    ]
}
```"
57,acne-open-comedo-9.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6039.12,high,"This image shows a close-up of an ear with what appears to be perichondritis or another inflammatory condition of the ear cartilage. The diffuse redness and swelling of the ear structure, along with the location (external ear), is not consistent with acne vulgaris. There are no visible comedones, pustules, papules, or other acne-specific lesions present.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows a close-up of an ear with what appears to be perichondritis or another inflammatory condition of the ear cartilage. The diffuse redness and swelling of the ear structure, along with the location (external ear), is not consistent with acne vulgaris. There are no visible comedones, pustules, papules, or other acne-specific lesions present."",
    ""key_features"": [""diffuse erythema of the ear"", ""swelling of ear structures"", ""no comedones present"", ""no pustules or papules visible"", ""inflammation appears to involve cartilaginous structures"", ""location on external ear (uncommon site for acne)""]
}
```"
58,acne-open-comedo-57.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6450.24,high,"The image shows a diffuse, symmetrical erythematous patch with fine scaling and no visible comedones, pustules, papules, nodules, or cysts. The morphology and distribution pattern are more consistent with a dermatitic condition, contact dermatitis, or possibly tinea corporis rather than acne vulgaris. The absence of follicular-based lesions rules out acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows a diffuse, symmetrical erythematous patch with fine scaling and no visible comedones, pustules, papules, nodules, or cysts. The morphology and distribution pattern are more consistent with a dermatitic condition, contact dermatitis, or possibly tinea corporis rather than acne vulgaris. The absence of follicular-based lesions rules out acne."",
    ""key_features"": [
        ""Diffuse erythematous patch with ill-defined borders"",
        ""Fine scaling visible on the surface"",
        ""Symmetrical distribution pattern"",
        ""Absence of comedones (blackheads/whiteheads)"",
        ""No pustules or papules present"",
        ""No follicular involvement"",
        ""Uniform texture without discrete lesions""
    ]
}
```"
59,acne-open-comedo-3.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6131.73,high,"The image shows scattered erythematous macules and papules on the forehead without the characteristic features of acne such as comedones, pustules, or inflammatory papules. The lesions appear to be flat or minimally raised with a more uniform distribution pattern. This presentation is more consistent with folliculitis, contact dermatitis, or another inflammatory dermatosis rather than acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows scattered erythematous macules and papules on the forehead without the characteristic features of acne such as comedones, pustules, or inflammatory papules. The lesions appear to be flat or minimally raised with a more uniform distribution pattern. This presentation is more consistent with folliculitis, contact dermatitis, or another inflammatory dermatosis rather than acne vulgaris."",
    ""key_features"": [
        ""Multiple small red macules and papules"",
        ""Absence of comedones (blackheads or whiteheads)"",
        ""No visible pustules with purulent centers"",
        ""Relatively uniform distribution pattern"",
        ""Flat to minimally raised lesions"",
        ""No evidence of nodules or cysts""
    ]
}
```"
60,acne-open-comedo-35.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,6274.52,high,"The image shows multiple small, dark comedones (blackheads) concentrated on the nose area, which is characteristic of comedonal acne. The lesions are non-inflammatory, appearing as small dark plugs in the follicular openings without surrounding erythema or pustule formation. This distribution on the nose is typical for comedonal acne due to the high density of sebaceous glands in this area.","```json
{
    ""classification"": ""Comedonal acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, dark comedones (blackheads) concentrated on the nose area, which is characteristic of comedonal acne. The lesions are non-inflammatory, appearing as small dark plugs in the follicular openings without surrounding erythema or pustule formation. This distribution on the nose is typical for comedonal acne due to the high density of sebaceous glands in this area."",
    ""key_features"": [
        ""Multiple small dark comedones (blackheads) visible on nasal surface"",
        ""Non-inflammatory lesions without surrounding redness"",
        ""Follicular distribution pattern"",
        ""Concentration in sebaceous-rich area (nose)"",
        ""Absence of pustules, papules, or cystic lesions"",
        ""Skin texture shows open comedones with oxidized sebum plugs""
    ]
}
```"
61,acne-open-comedo-30.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6428.46,high,"The image shows diffuse erythema (redness) with a fine, dry, scaly texture across the skin surface. There are no visible comedones, papules, pustules, nodules, or cysts characteristic of acne. The uniform scaling pattern and generalized redness are more consistent with a dermatitic condition, xerosis (dry skin), or possibly ichthyosis rather than acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows diffuse erythema (redness) with a fine, dry, scaly texture across the skin surface. There are no visible comedones, papules, pustules, nodules, or cysts characteristic of acne. The uniform scaling pattern and generalized redness are more consistent with a dermatitic condition, xerosis (dry skin), or possibly ichthyosis rather than acne vulgaris."",
    ""key_features"": [
        ""Diffuse pink-red erythema across the skin surface"",
        ""Fine, dry scaling with a textured appearance"",
        ""Absence of comedones (blackheads or whiteheads)"",
        ""No papules, pustules, or inflammatory acne lesions"",
        ""Uniform distribution without focal lesions"",
        ""Dry, rough skin texture suggesting barrier dysfunction""
    ]
}
```"
62,acne-open-comedo-71.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6860.03,high,"The image shows multiple small, flat, brown pigmented lesions consistent with seborrheic keratoses or lentigines (age spots/sun spots). These are benign pigmented lesions that lack the inflammatory component, comedones, pustules, or papules characteristic of acne. The lesions appear as discrete, well-demarcated brown macules without surrounding erythema or follicular involvement.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, flat, brown pigmented lesions consistent with seborrheic keratoses or lentigines (age spots/sun spots). These are benign pigmented lesions that lack the inflammatory component, comedones, pustules, or papules characteristic of acne. The lesions appear as discrete, well-demarcated brown macules without surrounding erythema or follicular involvement."",
    ""key_features"": [
        ""Multiple flat brown pigmented macules"",
        ""No comedones (blackheads or whiteheads) present"",
        ""No inflammatory papules or pustules"",
        ""No erythema or active inflammation"",
        ""Lesions appear as discrete pigmented spots rather than follicular-based eruptions"",
        ""Pattern consistent with benign pigmented lesions such as seborrheic keratoses or solar lentigines""
    ]
}
```"
63,acne-open-comedo-1.jpg,acne,open_comedo_(blackhead),acne,papular,True,True,7933.86,high,"The image shows multiple small, erythematous papules distributed around the perioral and chin region. These are inflammatory lesions without visible pustular heads, characteristic of papular acne. The lesions appear as discrete red bumps with surrounding inflammation, consistent with inflammatory acne rather than comedonal or other skin conditions.","```json
{
    ""classification"": ""Papular acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, erythematous papules distributed around the perioral and chin region. These are inflammatory lesions without visible pustular heads, characteristic of papular acne. The lesions appear as discrete red bumps with surrounding inflammation, consistent with inflammatory acne rather than comedonal or other skin conditions."",
    ""key_features"": [
        ""Multiple small red papules around mouth and chin area"",
        ""Inflammatory lesions without visible pustules or whiteheads"",
        ""Discrete distribution pattern typical of acne"",
        ""Perioral and mandibular region involvement"",
        ""Some post-inflammatory hyperpigmentation visible"",
        ""No evidence of comedones, cysts, or nodules"",
        ""Absence of diffuse facial flushing that would suggest rosacea""
    ]
}
```"
64,acne-open-comedo-28.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,7030.58,high,"This image shows a symmetrical, diffuse erythematous rash with fine scaling and small follicular papules distributed across the forehead. The pattern, uniformity, and lack of comedones, pustules, or inflammatory acne lesions are inconsistent with acne vulgaris. This presentation is more consistent with seborrheic dermatitis or another inflammatory dermatosis.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows a symmetrical, diffuse erythematous rash with fine scaling and small follicular papules distributed across the forehead. The pattern, uniformity, and lack of comedones, pustules, or inflammatory acne lesions are inconsistent with acne vulgaris. This presentation is more consistent with seborrheic dermatitis or another inflammatory dermatosis."",
    ""key_features"": [
        ""Diffuse erythema (redness) across the forehead"",
        ""Fine scaling visible on the skin surface"",
        ""Symmetrical distribution pattern"",
        ""Small uniform follicular papules without pustulation"",
        ""Absence of comedones (blackheads or whiteheads)"",
        ""Absence of typical acne pustules or inflammatory papules"",
        ""Involvement of hairline area bilaterally""
    ]
}
```"
65,acne-open-comedo-17.jpg,acne,open_comedo_(blackhead),acne,papular,True,True,5804.29,high,"The image shows multiple small, erythematous (red) papules distributed across the neck and jawline area without visible pustules or comedones. These inflammatory lesions are characteristic of papular acne, presenting as raised bumps without purulent centers. The distribution pattern and morphology are consistent with inflammatory acne rather than other dermatological conditions.","```json
{
    ""classification"": ""Papular acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, erythematous (red) papules distributed across the neck and jawline area without visible pustules or comedones. These inflammatory lesions are characteristic of papular acne, presenting as raised bumps without purulent centers. The distribution pattern and morphology are consistent with inflammatory acne rather than other dermatological conditions."",
    ""key_features"": [
        ""Multiple small red papules on neck and jaw area"",
        ""Inflammatory lesions without visible pustular heads"",
        ""No comedones (blackheads or whiteheads) visible"",
        ""Scattered distribution pattern typical of acne"",
        ""Erythematous base around lesions indicating inflammation"",
        ""Lesions appear raised above skin surface""
    ]
}
```"
66,acne-open-comedo-25.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5606.91,high,"The image shows normal perioral skin with no visible acne lesions. There are no comedones, papules, pustules, nodules, or cysts present. The skin texture appears normal with typical fine lines and natural skin surface characteristics without any inflammatory or non-inflammatory acne lesions.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows normal perioral skin with no visible acne lesions. There are no comedones, papules, pustules, nodules, or cysts present. The skin texture appears normal with typical fine lines and natural skin surface characteristics without any inflammatory or non-inflammatory acne lesions."",
    ""key_features"": [""normal skin texture"", ""absence of comedones"", ""no inflammatory lesions"", ""no pustules or papules"", ""normal perioral area appearance"", ""fine lines consistent with normal skin""]
}
```"
67,acne-open-comedo-61.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5779.03,high,"The image shows subtle erythematous patches on the forehead with a smooth surface texture and no visible comedones, pustules, papules, or nodules characteristic of acne. The pattern and appearance are more consistent with a dermatitis, early rosacea, or another inflammatory skin condition rather than acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows subtle erythematous patches on the forehead with a smooth surface texture and no visible comedones, pustules, papules, or nodules characteristic of acne. The pattern and appearance are more consistent with a dermatitis, early rosacea, or another inflammatory skin condition rather than acne vulgaris."",
    ""key_features"": [""faint pink/red patches on forehead"", ""smooth skin surface without raised lesions"", ""absence of comedones (blackheads/whiteheads)"", ""no pustules or papules visible"", ""diffuse erythema rather than discrete acne lesions"", ""no evidence of follicular involvement""]
}
```"
68,acne-open-comedo-48.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6148.69,high,"The image shows multiple dark brown to black pigmented lesions consistent with seborrheic keratoses, which are benign epidermal growths common in aging skin. The lesions have a characteristic 'stuck-on' appearance with well-defined borders and a warty texture. There is no evidence of comedones, inflammatory papules, pustules, or other features typical of acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple dark brown to black pigmented lesions consistent with seborrheic keratoses, which are benign epidermal growths common in aging skin. The lesions have a characteristic 'stuck-on' appearance with well-defined borders and a warty texture. There is no evidence of comedones, inflammatory papules, pustules, or other features typical of acne vulgaris."",
    ""key_features"": [
        ""Multiple dark brown to black pigmented lesions"",
        ""Stuck-on appearance with well-defined borders"",
        ""Warty or rough surface texture"",
        ""Located on sun-damaged, aged skin with wrinkles"",
        ""No comedones, pustules, or inflammatory papules present"",
        ""Lesions vary in size and have irregular borders"",
        ""Background shows solar elastosis and photoaging""
    ]
}
```"
69,acne-open-comedo-51.jpg,acne,open_comedo_(blackhead),acne,pustular,True,True,7534.63,high,"The image shows multiple inflammatory lesions with visible pustules (pus-filled centers) on the chin and lower face area. There are several raised, red papules with yellow/white pustular heads, which are characteristic of pustular acne. The distribution and morphology are consistent with inflammatory acne rather than other dermatological conditions.","```json
{
    ""classification"": ""Pustular acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple inflammatory lesions with visible pustules (pus-filled centers) on the chin and lower face area. There are several raised, red papules with yellow/white pustular heads, which are characteristic of pustular acne. The distribution and morphology are consistent with inflammatory acne rather than other dermatological conditions."",
    ""key_features"": [
        ""Multiple pustules with visible purulent centers"",
        ""Erythematous (red) inflammatory base around lesions"",
        ""Distribution on lower face and chin area"",
        ""Presence of both active pustules and post-inflammatory erythema"",
        ""Mixed lesion stages including healing and active pustules"",
        ""Some comedonal elements visible in background""
    ]
}
```"
70,acne-open-comedo-42.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5560.92,high,"The image shows multiple small, round, reddish-purple macules (flat spots) on the skin without any evidence of comedones, pustules, papules, or inflammatory acne lesions. These appear to be petechiae or purpura, which are small hemorrhagic spots caused by bleeding under the skin, not acne-related lesions. The absence of follicular involvement and the distinct appearance of these vascular lesions clearly differentiate this from any form of acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, round, reddish-purple macules (flat spots) on the skin without any evidence of comedones, pustules, papules, or inflammatory acne lesions. These appear to be petechiae or purpura, which are small hemorrhagic spots caused by bleeding under the skin, not acne-related lesions. The absence of follicular involvement and the distinct appearance of these vascular lesions clearly differentiate this from any form of acne."",
    ""key_features"": [""multiple small round macules"", ""reddish-purple coloration"", ""flat appearance without elevation"", ""no comedones present"", ""no pustules or papules"", ""no follicular involvement"", ""pattern consistent with petechiae or purpura""]
}
```"
71,acne-open-comedo-46.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6142.36,high,"This image shows diffuse facial erythema (redness) with visible telangiectasias (dilated blood vessels) and a smooth skin texture without comedones, pustules, or papules characteristic of acne. The pattern of persistent redness, visible blood vessels, and absence of acne lesions is consistent with rosacea rather than acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows diffuse facial erythema (redness) with visible telangiectasias (dilated blood vessels) and a smooth skin texture without comedones, pustules, or papules characteristic of acne. The pattern of persistent redness, visible blood vessels, and absence of acne lesions is consistent with rosacea rather than acne vulgaris."",
    ""key_features"": [
        ""Diffuse facial erythema without discrete lesions"",
        ""Visible telangiectasias (dilated superficial blood vessels)"",
        ""Absence of comedones (blackheads or whiteheads)"",
        ""No pustules or papules present"",
        ""Smooth skin surface without inflammatory acne lesions"",
        ""Pattern consistent with vascular changes rather than follicular inflammation""
    ]
}
```"
72,acne-open-comedo-37.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5733.97,high,"This image shows characteristic features of rosacea rather than acne. The prominent findings include diffuse erythema (redness) across the nose and central face, visible telangiectasias (dilated blood vessels), and rhinophyma (thickened, bulbous appearance of the nose). There is an absence of comedones, pustules, or typical acne lesions.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows characteristic features of rosacea rather than acne. The prominent findings include diffuse erythema (redness) across the nose and central face, visible telangiectasias (dilated blood vessels), and rhinophyma (thickened, bulbous appearance of the nose). There is an absence of comedones, pustules, or typical acne lesions."",
    ""key_features"": [
        ""Diffuse facial erythema particularly on nose and cheeks"",
        ""Rhinophyma with thickened, enlarged nasal tissue"",
        ""Visible telangiectasias (spider veins)"",
        ""Shiny, edematous appearance of nasal skin"",
        ""Absence of comedones or pustules"",
        ""Central facial distribution pattern typical of rosacea""
    ]
}
```"
73,acne-open-comedo-38.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,6136.19,high,"The image shows multiple vesicular and pustular lesions with surrounding erythema in a scattered distribution pattern consistent with a vesiculopustular eruption, likely herpes simplex or impetigo. The lesions have a characteristic appearance with honey-colored crusting and vesicles that differ from typical acne morphology. The absence of comedones and the presence of grouped vesicles with crusting are not consistent with acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple vesicular and pustular lesions with surrounding erythema in a scattered distribution pattern consistent with a vesiculopustular eruption, likely herpes simplex or impetigo. The lesions have a characteristic appearance with honey-colored crusting and vesicles that differ from typical acne morphology. The absence of comedones and the presence of grouped vesicles with crusting are not consistent with acne vulgaris."",
    ""key_features"": [""vesicular lesions with clear fluid"", ""honey-colored crusting"", ""scattered distribution pattern"", ""surrounding erythema"", ""absence of comedones"", ""pustules with different morphology than acne"", ""appears to be an infectious process rather than follicular obstruction""]
}
```"
74,acne-open-comedo-58.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5943.77,high,"This image shows normal skin texture with no visible acne lesions. There are no comedones, papules, pustules, nodules, or cysts present. The skin appears to have normal pores and slight textural variation consistent with healthy skin, possibly with some mild dryness or normal skin surface characteristics.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows normal skin texture with no visible acne lesions. There are no comedones, papules, pustules, nodules, or cysts present. The skin appears to have normal pores and slight textural variation consistent with healthy skin, possibly with some mild dryness or normal skin surface characteristics."",
    ""key_features"": [""uniform pink coloration"", ""absence of comedones"", ""absence of inflammatory lesions"", ""normal skin texture"", ""visible pores within normal limits"", ""no pustules or papules"", ""no signs of active acne""]
}
```"
75,acne-closed-comedo-13.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,5138.48,high,"The image shows diffuse erythema (redness) and skin texture changes on the forehead without the presence of comedones, papules, pustules, or nodules characteristic of acne. The pattern appears more consistent with a dermatitis, contact reaction, or possibly rosacea, showing generalized inflammation rather than discrete acneiform lesions.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows diffuse erythema (redness) and skin texture changes on the forehead without the presence of comedones, papules, pustules, or nodules characteristic of acne. The pattern appears more consistent with a dermatitis, contact reaction, or possibly rosacea, showing generalized inflammation rather than discrete acneiform lesions."",
    ""key_features"": [""diffuse erythema across forehead"", ""absence of comedones"", ""absence of pustules or papules"", ""generalized skin texture changes"", ""no discrete inflammatory lesions"", ""uniform distribution of redness""]
}
```"
76,acne-closed-comedo-39.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,6300.96,high,"This image shows multiple dark, crusted lesions with a hemorrhagic appearance on the nasal area. The lesions appear to be ulcerated or necrotic with dark eschar formation, which is not consistent with any form of acne. The morphology, color, and distribution pattern suggest a different dermatological condition such as pyoderma gangrenosum, vasculitis, or another ulcerative/necrotic skin disorder.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows multiple dark, crusted lesions with a hemorrhagic appearance on the nasal area. The lesions appear to be ulcerated or necrotic with dark eschar formation, which is not consistent with any form of acne. The morphology, color, and distribution pattern suggest a different dermatological condition such as pyoderma gangrenosum, vasculitis, or another ulcerative/necrotic skin disorder."",
    ""key_features"": [""dark brown/black crusted lesions"", ""ulcerated appearance with eschar formation"", ""hemorrhagic crusting"", ""absence of comedones, pustules, or typical acne lesions"", ""necrotic tissue present"", ""localized to nasal region""]
}
```"
77,acne-closed-comedo-21.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,5802.02,high,"The image shows purpuric lesions (purple-red discolorations) that appear to be bruise-like patches on the skin. These are consistent with purpura or ecchymosis, which result from blood vessel damage or bleeding under the skin. The lesions lack the characteristic features of acne such as comedones, pustules, papules, or inflammatory nodules.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows purpuric lesions (purple-red discolorations) that appear to be bruise-like patches on the skin. These are consistent with purpura or ecchymosis, which result from blood vessel damage or bleeding under the skin. The lesions lack the characteristic features of acne such as comedones, pustules, papules, or inflammatory nodules."",
    ""key_features"": [""purple-red discolored patches"", ""bruise-like appearance"", ""flat or slightly raised lesions"", ""no comedones present"", ""no pustules or papules"", ""non-blanching appearance typical of purpura""]
}
```"
78,acne-closed-comedo-17.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,7516.46,high,"The image shows multiple small, flat, hypopigmented (lighter colored) macules distributed across the perioral and chin area. These appear to be post-inflammatory hypopigmentation, vitiligo, or pityriasis alba rather than active acne lesions. There are no visible comedones, papules, pustules, nodules, or cysts characteristic of acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, flat, hypopigmented (lighter colored) macules distributed across the perioral and chin area. These appear to be post-inflammatory hypopigmentation, vitiligo, or pityriasis alba rather than active acne lesions. There are no visible comedones, papules, pustules, nodules, or cysts characteristic of acne."",
    ""key_features"": [
        ""Multiple small hypopigmented (white/pale) macules"",
        ""Flat lesions without elevation or inflammation"",
        ""Distribution around mouth and chin area"",
        ""Absence of comedones, pustules, or inflammatory papules"",
        ""No visible pus, redness, or active acne lesions"",
        ""Appearance consistent with pigmentary disorder rather than acneiform eruption""
    ]
}
```"
79,acne-closed-comedo-22.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,6471.31,high,"The image shows normal skin texture with fine scaling or mild xerosis (dry skin) but no evidence of acne lesions. There are no comedones, papules, pustules, nodules, or cysts present. The skin appears to have a slightly rough texture with fine desquamation, which is consistent with dry skin or mild ichthyosis rather than any form of acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows normal skin texture with fine scaling or mild xerosis (dry skin) but no evidence of acne lesions. There are no comedones, papules, pustules, nodules, or cysts present. The skin appears to have a slightly rough texture with fine desquamation, which is consistent with dry skin or mild ichthyosis rather than any form of acne."",
    ""key_features"": [
        ""Fine scaling or rough texture across the skin surface"",
        ""Absence of comedones (blackheads or whiteheads)"",
        ""No inflammatory papules or pustules"",
        ""No nodules or cystic lesions"",
        ""Normal hair follicles without obstruction"",
        ""Uniform skin appearance without acne-specific lesions""
    ]
}
```"
80,acne-closed-comedo-36.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,6650.13,high,"The image shows numerous small, uniform, flesh-colored to white papules distributed across the periorbital area, consistent with syringomas or milia. These are benign dermal lesions, not inflammatory acne lesions. The absence of comedones, pustules, inflammatory papules, or other typical acne features, combined with the characteristic appearance and distribution pattern, indicates this is a non-acne condition.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows numerous small, uniform, flesh-colored to white papules distributed across the periorbital area, consistent with syringomas or milia. These are benign dermal lesions, not inflammatory acne lesions. The absence of comedones, pustules, inflammatory papules, or other typical acne features, combined with the characteristic appearance and distribution pattern, indicates this is a non-acne condition."",
    ""key_features"": [
        ""Multiple small flesh-colored to white papules"",
        ""Uniform size and appearance of lesions"",
        ""Periorbital distribution pattern"",
        ""No inflammatory changes or erythema"",
        ""No comedones or pustules present"",
        ""Smooth surface texture of individual lesions"",
        ""No signs of acne-related inflammation""
    ]
}
```"
